,LOCATION,PRICE,TYPE_OF_PROPERTY,POOL,GARAGE,DATE,BEDROOM,SQM
3047,MOSTA,249000.0,house,No,Yes,2015,3,
3048,MOSTA,175000.0,apartment,No,No,2015,3,
3049,MOSTA,189000.0,apartment,No,No,2015,4,
3050,MOSTA,140000.0,apartment,No,No,2015,3,
3051,MOSTA,340000.0,house,No,Yes,2015,3,
3052,MOSTA,339000.0,house,No,Yes,2015,3,
3053,MOSTA,340000.0,house,No,No,2015,3,
3054,MOSTA,139000.0,apartment,No,No,2015,3,
3055,MOSTA,265000.0,house,No,Yes,2015,3,
3056,MOSTA,133000.0,apartment,No,No,2015,3,
3057,MOSTA,135000.0,apartment,No,No,2015,3,
3058,MOSTA,210000.0,house,No,Yes,2015,3,
3059,MOSTA,340000.0,house,No,Yes,2015,3,
3060,MOSTA,395000.0,house,No,Yes,2015,4,
3061,MQABBA,195000.0,house,No,Yes,2015,3,
3062,MQABBA,240000.0,house,No,No,2015,3,110.0
3063,MSIDA,280000.0,maisonette,No,Yes,2015,3,
3064,MSIDA,100000.0,apartment,No,Yes,2015,3,
3065,MSIDA,105000.0,apartment,No,Yes,2015,3,
3066,MSIDA,145000.0,house,No,No,2015,1,
3067,MSIDA,248000.0,house,No,No,2015,3,
3068,MSIDA,90000.0,apartment,No,No,2015,2,
3069,MSIDA,106000.0,apartment,No,Yes,2015,2,
3070,MSIDA,57000.0,apartment,No,No,2015,3,40.0
3071,MSIDA,230000.0,house,No,No,2015,3,
3072,MTARFA,320000.0,house,No,Yes,2015,3,
3073,NAXXAR,165000.0,maisonette,No,No,2015,3,
3074,NAXXAR,153000.0,house,No,No,2015,3,
3075,NAXXAR,148500.0,apartment,No,No,2015,3,
3076,NAXXAR,320000.0,maisonette,No,No,2015,3,
3077,NAXXAR,140000.0,apartment,No,No,2015,3,
3078,NAXXAR,119000.0,maisonette,No,Yes,2015,3,
3079,NAXXAR,380000.0,house,No,No,2015,3,24.0
3080,NAXXAR,680000.0,house,Yes,No,2015,3,60.0
3081,NAXXAR,165000.0,maisonette,No,No,2015,3,
3082,NAXXAR,130000.0,maisonette,No,No,2015,2,
3083,NAXXAR,280000.0,house,No,No,2015,3,
3084,NAXXAR,229000.0,maisonette,No,Yes,2015,3,
3085,NAXXAR,298000.0,house,No,No,2015,3,
3086,PAOLA,87000.0,apartment,No,No,2015,3,
3087,PAOLA,132000.0,house,No,No,2015,3,
3088,PAOLA,60500.0,apartment,No,No,2015,3,
3089,PEMBROKE,215000.0,maisonette,No,No,2015,3,
3090,PEMBROKE,215000.0,maisonette,No,No,2015,3,
3091,PIETÀ,85000.0,apartment,No,No,2015,3,
3092,PORTOMASO,900000.0,apartment,No,No,2015,3,236.0
3093,PORTOMASO,940000.0,apartment,No,No,2015,3,
3094,QAWRA,165000.0,apartment,No,Yes,2015,3,
3095,QAWRA,125000.0,apartment,No,No,2015,2,115.0
3096,QAWRA,162000.0,apartment,No,No,2015,3,
3097,QAWRA,110000.0,apartment,No,No,2015,2,
3098,QAWRA,110000.0,apartment,No,No,2015,3,
3099,QAWRA,115000.0,apartment,No,No,2015,2,
3100,QAWRA,126000.0,house,No,No,2015,1,107.0
3101,QAWRA,220000.0,maisonette,No,Yes,2015,3,
3102,QAWRA,475000.0,house,Yes,Yes,2015,3,
3103,QAWRA,480000.0,house,Yes,No,2015,3,
3104,QAWRA,105000.0,apartment,No,No,2015,2,
3105,QAWRA,215000.0,maisonette,No,Yes,2015,3,
3106,QAWRA,100000.0,apartment,No,No,2015,3,
3107,QAWRA,109000.0,apartment,No,No,2015,3,
3108,QORMI,149000.0,house,No,No,2015,3,
3109,QORMI,140000.0,house,No,No,2015,3,200.0
3110,QORMI,98000.0,maisonette,No,No,2015,3,
3111,QORMI,97000.0,house,No,No,2015,2,
3112,QRENDI,145000.0,house,No,Yes,2015,3,
3113,RABAT,170000.0,house,No,No,2015,3,
3114,RABAT,555000.0,villa,Yes,Yes,2015,3,80.0
3115,RABAT,170000.0,apartment,No,No,2015,3,190.0
3116,RABAT,450000.0,house,No,Yes,2015,3,420.0
3117,RABAT,270000.0,house,No,No,2015,3,
3118,RABAT,315000.0,house,No,No,2015,3,
3119,RABAT,143000.0,apartment,No,No,2015,3,
3120,RABAT,145000.0,house,No,No,2015,3,25.0
3121,SAN ĠWANN,135000.0,maisonette,No,No,2015,3,
3122,SAN ĠWANN,191000.0,maisonette,No,No,2015,3,
3123,SAN ĠWANN,117000.0,apartment,No,Yes,2015,3,
3124,SAN ĠWANN,140000.0,apartment,No,No,2015,3,
3125,SAN ĠWANN,165000.0,apartment,No,No,2015,2,
3126,SAN ĠWANN,120000.0,apartment,No,No,2015,3,
3127,SAN ĠWANN,120000.0,apartment,No,No,2015,3,
3128,SAN ĠWANN,72000.0,apartment,No,No,2015,1,
3129,ST PAUL,465000.0,villa,No,No,2015,3,
3130,ST PAUL,225000.0,apartment,No,No,2015,3,180.0
3131,ST PAUL,690000.0,villa,No,Yes,2015,3,
3132,ST PAUL,525000.0,villa,Yes,No,2015,3,
3133,ST PAUL,240000.0,maisonette,No,No,2015,3,
3134,SIĠĠIEWI,180000.0,house,No,No,2015,3,
3135,SIĠĠIEWI,182000.0,maisonette,No,No,2015,4,200.0
3136,SIĠĠIEWI,230000.0,house,No,No,2015,3,
3137,SIĠĠIEWI,375000.0,house,No,No,2015,3,
3138,SIĠĠIEWI,130000.0,house,No,Yes,2015,2,
3139,SIĠĠIEWI,127000.0,apartment,No,Yes,2015,3,
3140,SLIEMA ,640000.0,apartment,No,No,2015,3,151.0
3141,SLIEMA ,660000.0,apartment,No,No,2015,3,
3142,SLIEMA,250000.0,apartment,No,No,2015,3,
3143,SLIEMA,300000.0,apartment,No,No,2015,3,150.0
3144,SLIEMA,107000.0,apartment,No,No,2015,3,
3145,SLIEMA,256000.0,apartment,No,No,2015,3,
3146,SLIEMA,295000.0,apartment,No,No,2015,3,
3147,SLIEMA,465000.0,apartment,No,No,2015,3,170.0
3148,SLIEMA,450000.0,house,Yes,No,2015,3,
3149,SLIEMA,265000.0,apartment,No,No,2015,3,
3150,SLIEMA,215000.0,house,No,No,2015,3,
3151,SLIEMA,650000.0,house,No,Yes,2015,3,
3152,SLIEMA,745000.0,apartment,No,No,2015,3,265.0
3153,SLIEMA,265000.0,house,No,No,2015,3,
3154,SLIEMA,180000.0,house,No,No,2015,1,
3155,SLIEMA,340000.0,house,No,No,2015,3,
3156,SLIEMA,319000.0,apartment,No,Yes,2015,3,
3157,SLIEMA,440000.0,house,No,No,2015,5,
3158,SLIEMA,315000.0,apartment,No,No,2015,3,
3159,SLIEMA,397000.0,house,No,No,2015,2,110.0
3160,SLIEMA,399000.0,house,No,No,2015,2,130.0
3161,SLIEMA,224000.0,apartment,No,No,2015,3,
3162,SLIEMA,195000.0,apartment,No,Yes,2015,3,
3163,SLIEMA,385000.0,apartment,No,No,2015,3,
3164,SLIEMA,375000.0,house,No,No,2015,3,
3165,SLIEMA,350000.0,apartment,No,No,2015,3,
3166,SLIEMA,230000.0,maisonette,No,No,2015,3,
3167,SLIEMA,300000.0,apartment,No,No,2015,3,
3168,SLIEMA,415000.0,house,No,No,2015,3,
3169,SLIEMA ,199950.0,apartment,No,Yes,2015,3,
3170,ST JULIANS,165000.0,apartment,No,No,2015,3,
3171,ST JULIANS,185000.0,apartment,No,No,2015,3,
3172,ST JULIANS,205000.0,apartment,No,No,2015,3,
3173,ST JULIANS,226000.0,maisonette,No,Yes,2015,3,
3174,ST JULIANS,395000.0,villa,No,No,2015,3,
3175,ST JULIANS,395000.0,villa,No,No,2015,3,
3176,ST JULIANS,319000.0,apartment,No,No,2015,3,180.0
3177,ST JULIANS,235000.0,apartment,No,No,2015,3,140.0
3178,ST JULIANS,225000.0,apartment,No,No,2015,3,
3179,ST JULIANS,239000.0,apartment,No,No,2015,3,
3180,ST JULIANS,210000.0,apartment,No,Yes,2015,3,
3181,ST JULIANS,225000.0,apartment,No,No,2015,3,
3182,ST JULIANS,225000.0,apartment,No,Yes,2015,3,
3183,ST JULIANS,280000.0,apartment,No,Yes,2015,3,155.0
3184,ST JULIANS,220000.0,maisonette,No,No,2015,3,
3185,ST JULIANS,356000.0,maisonette,No,Yes,2015,3,80.0
3186,ST JULIANS,300000.0,apartment,No,No,2015,2,
3187,ST JULIANS,410000.0,apartment,No,No,2015,2,
3188,ST JULIANS,320000.0,apartment,No,No,2015,3,
3189,ST JULIANS,225000.0,apartment,No,No,2015,3,
3190,ST JULIANS,360000.0,apartment,No,No,2015,3,
3191,ST JULIANS,1500000.0,house,Yes,Yes,2015,3,
3192,ST JULIANS,175000.0,apartment,No,No,2015,2,
3193,ST PAUL,325000.0,apartment,No,Yes,2015,3,
3194,ST PAUL,300000.0,house,No,Yes,2015,3,
3195,ST PAUL,120000.0,apartment,No,No,2015,3,
3196,ST PAUL,215000.0,apartment,No,Yes,2015,3,185.0
3197,ST PAUL,138000.0,maisonette,No,Yes,2015,3,
3198,ST PAUL,128000.0,apartment,No,No,2015,2,
3199,ST PAUL,127000.0,apartment,No,No,2015,3,
3200,ST PAUL,280000.0,house,No,No,2015,3,
3201,ST PAUL,298000.0,house,No,No,2015,3,
3202,ST PAUL,110000.0,apartment,No,No,2015,3,
3203,ST PAUL,59000.0,maisonette,No,No,2015,1,
3204,ST PAUL,109000.0,apartment,No,No,2015,3,
3205,ST PAUL,72000.0,apartment,No,No,2015,3,
3206,ST VENERA,110000.0,apartment,No,No,2015,3,165.0
3207,ST VENERA,125000.0,maisonette,No,No,2015,3,200.0
3208,ST VENERA,128000.0,maisonette,No,Yes,2015,4,240.0
3209,ST VENERA,190000.0,house,No,Yes,2015,4,
3210,ST VENERA,255000.0,house,No,No,2015,3,
3211,ST VENERA,275000.0,house,No,No,2015,3,
3212,ST VENERA,281000.0,house,No,Yes,2015,3,
3213,ST VENERA,83500.0,apartment,No,No,2015,3,
3214,ST VENERA,165000.0,house,No,Yes,2015,3,
3215,SWATAR,170000.0,maisonette,No,No,2015,3,
3216,SWATAR,130000.0,apartment,No,Yes,2015,3,
3217,SWATAR,139000.0,apartment,No,No,2015,3,
3218,SWIEQI,215000.0,apartment,No,No,2015,3,
3219,SWIEQI,195000.0,maisonette,No,No,2015,3,
3220,SWIEQI,350000.0,house,No,Yes,2015,3,
3221,SWIEQI,140000.0,apartment,No,No,2015,1,
3222,SWIEQI,200000.0,maisonette,No,No,2015,2,
3223,SWIEQI,258000.0,apartment,No,No,2015,3,
3224,TA' XBIEX,295000.0,apartment,No,No,2015,3,
3225,TA' XBIEX,1350000.0,villa,Yes,No,2015,3,
3226,TAL-IBRAĠ,310000.0,apartment,No,No,2015,3,
3227,TAL-IBRAĠ,245000.0,maisonette,No,Yes,2015,3,
3228,TAL-IBRAĠ,299000.0,apartment,No,No,2015,3,
3229,TAL-IBRAĠ,197000.0,apartment,No,No,2015,3,
3230,TARXIEN,108000.0,maisonette,No,No,2015,2,
3231,TARXIEN,91000.0,maisonette,No,Yes,2015,3,
3232,TARXIEN,125000.0,house,No,No,2015,3,
3233,TARXIEN,139000.0,maisonette,No,Yes,2015,2,
3234,TARXIEN,90000.0,apartment,No,No,2015,3,
3235,TARXIEN,115000.0,house,No,No,2015,3,
3236,TIGNÉ POINT,965000.0,apartment,No,No,2015,3,
3237,TIGNÉ POINT,799000.0,apartment,No,No,2015,3,340.0
3238,TIGNÉ POINT,1400000.0,apartment,No,No,2015,3,300.0
3239,VALLETTA,680000.0,house,No,No,2015,3,
3240,VALLETTA,360000.0,apartment,No,No,2015,1,
3241,VALLETTA,125000.0,apartment,No,No,2015,3,
3242,VALLETTA,190000.0,apartment,No,No,2015,1,
3243,VALLETTA,315000.0,maisonette,No,No,2015,3,
3244,VALLETTA,75000.0,apartment,No,No,2015,3,
3245,VALLETTA,475000.0,apartment,No,No,2015,3,
3246,VALLETTA,120000.0,apartment,No,No,2015,3,
3247,VALLETTA,360000.0,apartment,No,No,2015,1,
3248,VALLETTA,190600.0,maisonette,No,No,2015,2,
3249,XEMXIJA,324000.0,apartment,No,No,2015,3,
3250,XEMXIJA,123000.0,apartment,No,No,2015,3,
3251,XEMXIJA,360000.0,apartment,No,Yes,2015,3,139.0
3252,XEMXIJA,350000.0,apartment,No,Yes,2015,3,
3253,XEMXIJA,125000.0,maisonette,No,No,2015,2,
3254,XEMXIJA,125000.0,maisonette,No,No,2015,3,
3255,XEMXIJA,525000.0,apartment,No,Yes,2015,3,
3256,ŻABBAR,89000.0,apartment,No,No,2015,3,
3257,ŻABBAR,88000.0,house,No,No,2015,3,
3258,ŻABBAR,165000.0,house,No,No,2015,3,
3259,ŻABBAR,303000.0,house,Yes,No,2015,4,
3260,ŻABBAR,180000.0,maisonette,No,No,2015,3,
3261,ŻABBAR,89000.0,house,No,No,2015,3,
3262,ŻABBAR,177000.0,maisonette,No,No,2015,3,
3263,ŻABBAR,267000.0,house,No,Yes,2015,3,
3264,ŻEBBIEGĦ,134000.0,apartment,No,No,2015,3,
3265,ŻEBBUĠ,139000.0,apartment,No,No,2015,3,
3266,ŻEBBUĠ,91000.0,apartment,No,No,2015,2,
3267,ŻEBBUĠ,320000.0,house,No,No,2015,3,
3268,ŻEBBUĠ,164300.0,house,No,No,2015,3,
3269,ŻEBBUĠ,350000.0,house,No,Yes,2015,3,
3270,ŻEBBUĠ,136500.0,house,No,No,2015,3,
3271,ŻEBBUĠ,650000.0,villa,No,Yes,2015,3,500.0
3272,ŻEBBUĠ,116000.0,apartment,No,No,2015,3,
3273,ŻEBBUĠ,953000.0,house,Yes,No,2015,3,
3274,ŻEJTUN,80000.0,apartment,No,No,2015,2,
3275,ŻEJTUN,161500.0,maisonette,No,No,2015,3,
3276,ŻEJTUN,80000.0,maisonette,No,No,2015,3,
3277,ŻEJTUN,140000.0,house,No,No,2015,4,
3278,ŻURRIEQ,160000.0,maisonette,No,No,2015,3,
3279,ŻURRIEQ,160000.0,maisonette,No,No,2015,3,
3280,ŻURRIEQ,170000.0,house,No,No,2015,3,
3281,ATTARD,130000.0,maisonette,No,No,2015,3,130.0
3282,ATTARD,200000.0,house,No,Yes,2015,3,
3283,BALZAN,150000.0,apartment,No,No,2015,3,150.0
3284,BALZAN,222100.0,maisonette,No,No,2015,3,
3285,BIRKIRKARA,135000.0,apartment,No,No,2015,3,190.0
3286,FGURA,120000.0,house,No,No,2015,3,185.0
3287,FGURA,90000.0,apartment,No,No,2015,3,
3288,GĦARGĦUR,145000.0,apartment,No,No,2015,3,155.0
3289,GOZO,300000.0,house,No,No,2015,3,
3290,GOZO,115000.0,apartment,No,No,2015,3,
3291,MELLIEĦA,240000.0,house,No,Yes,2015,3,
3292,MOSTA,140000.0,apartment,No,No,2015,3,
3293,MSIDA,57000.0,apartment,No,No,2015,3,40.0
3294,MSIDA,100000.0,apartment,No,Yes,2015,3,
3295,NAXXAR,140000.0,apartment,No,No,2015,3,
3296,NAXXAR,290000.0,house,No,Yes,2015,3,
3297,PIETÀ,85000.0,apartment,No,No,2015,3,
3298,QAWRA,165000.0,apartment,No,Yes,2015,3,
3299,QAWRA,126000.0,house,No,No,2015,1,107.0
3300,RABAT,170000.0,apartment,No,No,2015,3,190.0
3301,SALINA,750000.0,house,No,No,2015,3,900.0
3302,SAN ĠWANN,345000.0,house,No,Yes,2015,3,
3303,SAN ĠWANN,120000.0,apartment,No,No,2015,3,
3304,SLIEMA,650000.0,apartment,No,No,2015,3,
3305,SLIEMA,265000.0,house,No,No,2015,3,
3306,ST VENERA,110000.0,apartment,No,No,2015,3,165.0
3307,ST VENERA,125000.0,maisonette,No,No,2015,3,200.0
3308,ŻURRIEQ,170000.0,house,No,No,2015,3,
3309,GOZO,300000.0,house,Yes,Yes,2015,2,
3310,GOZO,70000.0,apartment,No,No,2015,3,
3311,GOZO,110000.0,apartment,No,No,2015,3,
3312,GOZO,325000.0,house,No,No,2015,3,
3313,GOZO,225000.0,apartment,No,No,2015,3,
3314,QAWRA,165000.0,apartment,No,Yes,2015,3,
3315,SLIEMA,540000.0,house,No,No,2015,3,160.0
3316,GOZO,170000.0,apartment,No,No,2015,3,
3317,GOZO,170000.0,house,Yes,Yes,2015,3,
3318,MARSASCALA,85000.0,apartment,No,No,2015,2,
3319,MARSASCALA,210000.0,house,No,No,2015,3,
3320,MSIDA,57000.0,apartment,No,No,2015,3,40.0
3321,MSIDA,153500.0,apartment,No,No,2015,2,100.0
3322,SENGLEA ,350000.0,house,No,No,2015,3,
3323,BALZAN,147000.0,apartment,No,No,2015,2,
3324,BIRKIRKARA,150000.0,house,No,No,2015,3,
3325,BIRKIRKARA,108000.0,house,No,No,2015,3,
3326,FLORIANA,135000.0,apartment,No,No,2015,2,
3327,GOZO,85000.0,house,Yes,No,2015,3,
3328,GOZO,375000.0,house,Yes,Yes,2015,4,
3329,GOZO,180600.0,maisonette,No,No,2015,2,180.0
3330,GOZO,135000.0,apartment,No,No,2015,2,
3331,ĦAMRUN,250000.0,house,No,No,2015,3,
3332,LIJA,199000.0,maisonette,No,Yes,2015,3,
3333,MARSASCALA,197000.0,apartment,Yes,No,2015,3,
3334,MOSTA,159500.0,apartment,No,Yes,2015,2,
3335,MOSTA,106000.0,house,No,No,2015,3,
3336,MOSTA,325000.0,house,No,Yes,2015,3,
3337,MSIDA,116235.0,house,No,Yes,2015,2,
3338,NAXXAR,129000.0,apartment,No,No,2015,3,
3339,ST PAUL,245000.0,apartment,No,No,2015,3,
3340,SENGLEA ,365000.0,apartment,No,No,2015,2,
3341,SLIEMA,250000.0,apartment,No,No,2015,5,
3342,ST JULIANS,250000.0,apartment,No,No,2015,2,82.0
3343,ST VENERA,95000.0,maisonette,No,No,2015,3,
3344,ST VENERA,83500.0,apartment,No,No,2015,3,
3345,SWIEQI,230000.0,apartment,No,Yes,2015,2,
3346,VALLETTA,660000.0,house,No,No,2015,3,
3347,VALLETTA,360000.0,house,No,No,2015,2,
3348,ŻABBAR,90000.0,apartment,No,No,2015,3,
3349,BALZAN,152000.0,apartment,No,No,2015,3,
3350,GOZO,85000.0,apartment,No,No,2015,2,
3351,GOZO,235000.0,apartment,No,Yes,2015,2,
3352,LIJA,199000.0,maisonette,No,Yes,2015,3,
3353,MARSASCALA,85000.0,apartment,No,No,2015,2,
3354,MARSASCALA,130000.0,maisonette,No,No,2015,2,
3355,MOSTA,106000.0,house,No,No,2015,3,
3356,GOZO,86000.0,apartment,No,No,2015,3,
3357,GOZO,90000.0,apartment,No,No,2015,3,
3358,LIJA,199000.0,maisonette,No,Yes,2015,3,
3359,MOSTA,106000.0,house,No,No,2015,3,
3360,ATTARD,163000.0,apartment,No,No,2015,3,
3361,ATTARD,215000.0,apartment,No,No,2015,3,175.0
3362,ATTARD,220000.0,maisonette,No,No,2015,3,180.0
3363,ATTARD,280000.0,house,No,No,2015,3,36.0
3364,ATTARD,130000.0,maisonette,No,No,2015,3,130.0
3365,ATTARD,200000.0,house,No,Yes,2015,3,
3366,ATTARD,134000.0,apartment,No,Yes,2015,3,
3367,ATTARD,275000.0,house,No,Yes,2015,4,
3368,ATTARD,144000.0,maisonette,No,Yes,2015,2,
3369,ATTARD,220000.0,maisonette,No,Yes,2015,3,
3370,ATTARD,250000.0,maisonette,No,Yes,2015,3,
3371,ATTARD,385000.0,villa,No,No,2015,3,
3372,ATTARD,128150.0,maisonette,No,No,2015,3,
3373,ATTARD,515000.0,villa,Yes,Yes,2015,3,
3374,ATTARD,1350000.0,villa,Yes,No,2015,3,900.0
3375,ATTARD,340000.0,house,No,Yes,2015,4,
3376,ATTARD,148000.0,apartment,No,No,2015,3,
3377,BAĦAR IĊ-ĊAGĦAQ,225000.0,apartment,No,No,2015,3,
3378,BALZAN,184000.0,maisonette,No,Yes,2015,3,
3379,BALZAN,280000.0,maisonette,No,Yes,2015,3,
3380,BALZAN,150000.0,apartment,No,No,2015,3,150.0
3381,BALZAN,222100.0,maisonette,No,No,2015,3,
3382,BALZAN,205000.0,maisonette,No,No,2015,3,
3383,BALZAN,145000.0,apartment,No,Yes,2015,3,
3384,BALZAN,152000.0,apartment,No,No,2015,3,
3385,BALZAN,90000.0,apartment,No,No,2015,2,
3386,BALZAN,495000.0,house,No,Yes,2015,4,85.0
3387,BALZAN,205000.0,maisonette,No,No,2015,3,
3388,BALZAN,79000.0,house,No,No,2015,3,
3389,BIRKIRKARA,119000.0,apartment,No,No,2015,3,
3390,BIRKIRKARA,150000.0,house,No,No,2015,3,
3391,BIRKIRKARA,132000.0,house,No,No,2015,3,
3392,BIRKIRKARA,179000.0,maisonette,No,No,2015,3,
3393,BIRKIRKARA,135000.0,house,No,No,2015,3,125.0
3394,BIRKIRKARA,148000.0,maisonette,No,No,2015,3,155.0
3395,BIRKIRKARA,153000.0,maisonette,No,No,2015,3,237.0
3396,BIRKIRKARA,135000.0,apartment,No,No,2015,3,190.0
3397,BIRKIRKARA,135000.0,apartment,No,No,2015,3,
3398,BIRKIRKARA,100000.0,apartment,No,No,2015,3,
3399,BIRKIRKARA,195000.0,maisonette,No,Yes,2015,3,
3400,BIRKIRKARA,325000.0,house,No,No,2015,3,
3401,BIRKIRKARA,165000.0,apartment,No,No,2015,3,
3402,BIRKIRKARA,125000.0,maisonette,No,No,2015,3,
3403,BIRKIRKARA,93000.0,house,No,No,2015,3,
3404,BIRKIRKARA,140000.0,apartment,No,No,2015,2,
3405,BIRKIRKARA,266000.0,house,No,Yes,2015,3,
3406,BIRKIRKARA,305000.0,house,No,Yes,2015,3,
3407,BIRKIRKARA,112000.0,apartment,No,No,2015,3,
3408,BIRKIRKARA,85000.0,maisonette,No,No,2015,3,
3409,BIRKIRKARA,108000.0,house,No,No,2015,3,
3410,BIRŻEBBUĠA,58000.0,apartment,No,No,2015,3,
3411,BIRŻEBBUĠA,130500.0,maisonette,No,No,2015,3,
3412,BIRŻEBBUĠA,93000.0,maisonette,No,No,2015,2,
3413,BIRŻEBBUĠA,318900.0,house,No,Yes,2015,3,
3414,BIRŻEBBUĠA,205000.0,house,No,No,2015,3,225.0
3415,BIRŻEBBUĠA,210000.0,house,No,Yes,2015,4,
3416,BIRŻEBBUĠA,150000.0,house,No,No,2015,3,
3417,BUĠIBBA,175000.0,house,No,No,2015,3,
3418,BUĠIBBA,88000.0,apartment,No,No,2015,2,
3419,BUĠIBBA,92000.0,apartment,No,No,2015,2,
3420,BUĠIBBA,189000.0,apartment,No,No,2015,3,
3421,BUĠIBBA,110000.0,apartment,No,No,2015,3,
3422,BUĠIBBA,90000.0,maisonette,No,No,2015,3,
3423,BUĠIBBA,350000.0,house,No,Yes,2015,4,
3424,BURMARRAD,99000.0,house,No,No,2015,2,
3425,BURMARRAD,220000.0,house,Yes,Yes,2015,3,190.0
3426,BURMARRAD,186000.0,house,No,No,2015,3,
3427,COSPICUA,160000.0,house,No,No,2015,3,
3428,COSPICUA,75000.0,maisonette,No,No,2015,2,
3429,COSPICUA,80000.0,house,No,No,2015,3,
3430,COSPICUA,80000.0,house,No,No,2015,3,
3431,DINGLI,160000.0,apartment,No,No,2015,3,170.0
3432,DINGLI,785000.0,house,No,No,2015,3,
3433,DINGLI,136000.0,house,No,No,2015,3,
3434,DINGLI,247000.0,house,No,Yes,2015,3,
3435,FGURA,120000.0,house,No,No,2015,3,185.0
3436,FGURA,155000.0,maisonette,No,No,2015,4,
3437,FGURA,90000.0,apartment,No,No,2015,2,
3438,FGURA,70000.0,apartment,No,No,2015,3,
3439,FGURA,85000.0,apartment,No,No,2015,3,
3440,FGURA,90000.0,apartment,No,No,2015,3,
3441,FGURA,169000.0,maisonette,No,No,2015,2,
3442,FGURA,90000.0,apartment,No,No,2015,3,
3443,FGURA,115000.0,apartment,No,No,2015,3,
3444,FGURA,136000.0,maisonette,No,No,2015,2,
3445,FGURA,150000.0,maisonette,No,No,2015,3,
3446,FGURA,130000.0,maisonette,No,No,2015,3,
3447,FGURA,185000.0,house,No,No,2015,3,
3448,FGURA,160000.0,maisonette,No,No,2015,3,
3449,FGURA,110000.0,maisonette,No,No,2015,2,
3450,FGURA,60000.0,house,No,No,2015,3,
3451,FGURA,105000.0,apartment,No,No,2015,3,
3452,FGURA,151000.0,house,No,No,2015,3,
3453,FGURA,127500.0,maisonette,No,No,2015,3,
3454,GĦARGĦUR,145000.0,apartment,No,No,2015,3,155.0
3455,GĦARGĦUR,820000.0,house,Yes,No,2015,3,1150.0
3456,GĦARGĦUR,360000.0,house,No,No,2015,3,
3457,GĦAXAQ,115000.0,apartment,No,No,2015,3,
3458,GĦAXAQ,995000.0,house,Yes,No,2015,3,
3459,GOZO,125000.0,house,No,No,2015,3,
3460,GOZO,300000.0,house,Yes,Yes,2015,2,
3461,GOZO,115000.0,apartment,No,No,2015,3,
3462,GOZO,220000.0,house,No,No,2015,2,
3463,GOZO,115000.0,apartment,No,No,2015,2,
3464,GOZO,143000.0,house,No,Yes,2015,3,
3465,GOZO,110000.0,apartment,No,No,2015,3,
3466,GOZO,240000.0,house,Yes,No,2015,3,
3467,GOZO,330000.0,house,Yes,Yes,2015,3,
3468,GOZO,86000.0,apartment,No,No,2015,3,
3469,GOZO,132000.0,apartment,Yes,No,2015,3,
3470,GOZO,138000.0,house,No,No,2015,3,
3471,GOZO,204000.0,apartment,No,Yes,2015,3,
3472,GOZO,90000.0,apartment,No,No,2015,3,
3473,GOZO,195000.0,apartment,No,No,2015,3,
3474,GOZO,165000.0,house,Yes,No,2015,3,
3475,GOZO,325000.0,house,Yes,Yes,2015,3,
3476,GOZO,169000.0,apartment,No,No,2015,2,
3477,GOZO,148000.0,apartment,No,No,2015,3,
3478,GOZO,195000.0,apartment,No,Yes,2015,3,
3479,GOZO,100000.0,house,No,No,2015,3,133.0
3480,GOZO,89000.0,apartment,No,No,2015,3,
3481,GUARDAMANGIA,106000.0,apartment,No,No,2015,3,
3482,GUARDAMANGIA,250000.0,apartment,No,Yes,2015,3,
3483,GUARDAMANGIA,125000.0,maisonette,No,No,2015,2,
3484,GUARDAMANGIA,101000.0,apartment,No,No,2015,2,
3485,GUARDAMANGIA,200000.0,house,No,Yes,2015,3,
3486,GUDJA,104000.0,apartment,No,No,2015,3,
3487,GUDJA,135000.0,house,No,No,2015,3,
3488,GUDJA,110000.0,maisonette,No,Yes,2015,3,
3489,GŻIRA,148000.0,house,Yes,No,2015,1,
3490,GŻIRA,185000.0,apartment,No,No,2015,3,
3491,GŻIRA,195000.0,apartment,No,No,2015,3,
3492,GŻIRA,175000.0,apartment,No,No,2015,3,
3493,GŻIRA,129000.0,apartment,No,No,2015,1,
3494,GŻIRA,230000.0,maisonette,No,No,2015,3,
3495,GŻIRA,155000.0,house,No,No,2015,3,
3496,ĦAMRUN,95000.0,apartment,No,Yes,2015,3,105.0
3497,ĦAMRUN,85000.0,house,No,Yes,2015,3,
3498,ĦAMRUN,148000.0,house,No,Yes,2015,3,190.0
3499,ĦAMRUN,136000.0,apartment,No,No,2015,3,
3500,IKLIN,205000.0,maisonette,No,No,2015,3,
3501,IKLIN,185000.0,apartment,No,Yes,2015,3,
3502,KALKARA,242000.0,house,No,Yes,2015,3,
3503,KALKARA,150000.0,house,No,Yes,2015,3,
3504,KAPPARA,550000.0,villa,Yes,Yes,2015,4,420.0
3505,KAPPARA,495000.0,villa,No,No,2015,3,
3506,KIRKOP,99000.0,house,No,No,2015,1,
3507,LIJA,172000.0,apartment,No,No,2015,3,
3508,LIJA,190000.0,apartment,No,Yes,2015,3,
3509,LIJA,172000.0,apartment,No,No,2015,3,
3510,LIJA,900000.0,villa,Yes,No,2015,3,
3511,LUQA,104822.0,house,No,Yes,2015,3,225.0
3512,MADLIENA,340000.0,maisonette,No,No,2015,3,
3513,MADLIENA,795000.0,villa,Yes,No,2015,3,550.0
